"Informazioni cronologiche","Sei..","Sei interessato a.. (possibile scelta multipla)","Quanti anni hai?","Qual è il colore dei tuoi occhi?","Qual è il colore dei tuoi capelli?","Quanto sei alto?","Studi?","Se si, frequenti..","Quali sono i tuoi interessi? (possibile scelta multipla)","Cosa è importante per te in una persona? (possibile scelta multipla)","Quanto reputi utile un sito dating?","Per cosa useresti il nostro sito di dating?"
"2020/12/24 8:37:34 PM CET","Maschio","Donne","18 - 25","Neri","Neri","1,61m - 1,80m","Si","Università - Facoltà scientifica","Sport;Calcio;Serie Tv;Tv;Arte;Politica;Videogiochi;Tecnologia;Storia;Informatica;Motori;Altro","Carattere;Aspetto fisico;Hobby/Passioni","5","Altro"
"2020/12/24 8:44:44 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,81m - 2m","Si","Università - Facoltà scientifica","Cinema;Calcio;Serie Tv;Cucina;Motori","Carattere;Hobby/Passioni","3","Relazioni"
"2020/12/24 8:58:18 PM CET","Maschio","Donne","18 - 25","Azzurri","Neri","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Sport;Calcio;Videogiochi;Natura;Motori;Altro","Altro","8","Amicizie"
"2020/12/24 9:00:30 PM CET","Maschio","Donne","18 - 25","Altro","Neri","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Calcio;Serie Tv;Viaggi","Aspetto fisico","8","Rapporti occasionali"
"2020/12/24 9:25:02 PM CET","Maschio","Uomini","Più di 55","Castani","Castani","1,61m - 1,80m","No","","Calcio;Tecnologia","Carattere","3","Altro"
"2020/12/24 9:32:29 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,41m - 1,60m","Si","Università - Facoltà umanistica","Musica;Cinema;Serie Tv;Arte;Storia;Disegno","Carattere;Aspetto fisico","7","Relazioni"
"2020/12/24 9:37:04 PM CET","Femmina","Donne","18 - 25","Castani","Castani","1,41m - 1,60m","Si","Università - Facoltà umanistica","Musica;Sport;Teatro;Politica","Carattere;Aspetto fisico","8","Relazioni"
"2020/12/24 9:39:09 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,81m - 2m","Si","Università - Facoltà scientifica","Musica;Cinema;Anime;Manga/Fumetti;Serie Tv;Tv;Arte;Videogiochi;Tecnologia;Informatica;Libri;Disegno;Altro","Carattere;Aspetto fisico;Hobby/Passioni","7","Relazioni"
"2020/12/24 9:47:20 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Serie Tv;Viaggi;Fotografia","Carattere;Aspetto fisico","7","Amicizie"
"2020/12/24 10:29:53 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Sport;Calcio;Serie Tv;Videogiochi;Tecnologia;Informatica;Motori","Carattere;Hobby/Passioni","3","Altro"
"2020/12/24 10:37:50 PM CET","Maschio","Donne","18 - 25","Verdi","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Serie Tv;Tecnologia;Informatica;Motori","Carattere;Aspetto fisico;Hobby/Passioni","4","Relazioni"
"2020/12/24 10:47:37 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,41m - 1,60m","Si","Università - Facoltà scientifica","Musica;Tv;Arte;Teatro;Tecnologia;Viaggi;Informatica;Libri;Fotografia;Moda","Carattere","2","Altro"
"2020/12/24 10:52:51 PM CET","Femmina","Uomini;Donne","18 - 25","Verdi","Biondi","1,41m - 1,60m","Si","Università - Facoltà umanistica","Anime;Manga/Fumetti;Serie Tv;Viaggi;Libri","Carattere;Hobby/Passioni","4","Rapporti occasionali"
"2020/12/24 11:09:56 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Tv;Arte;Viaggi;Libri;Cucina;Natura","Carattere;Aspetto fisico;Hobby/Passioni;Altro","8","Amicizie"
"2020/12/24 11:50:12 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Serie Tv;Tv;Arte;Politica;Viaggi;Libri;Cucina;Natura","Carattere;Aspetto fisico;Hobby/Passioni","7","Rapporti occasionali"
"2020/12/24 11:54:00 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Serie Tv;Tv;Arte;Politica;Videogiochi;Tecnologia;Viaggi;Storia;Informatica;Libri;Cucina;Fotografia;Disegno;Motori;Moda;Altro","Carattere;Aspetto fisico;Hobby/Passioni;Altro","5","Rapporti occasionali"
"2020/12/24 11:54:50 PM CET","Femmina","Uomini;Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Serie Tv;Disegno","Carattere;Aspetto fisico;Hobby/Passioni","6","Amicizie"
"2020/12/25 12:04:43 AM CET","Maschio","Donne","18 - 25","Verdi","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Sport;Calcio;Anime;Serie Tv;Arte;Politica;Tecnologia;Viaggi;Motori","Carattere;Aspetto fisico","6","Amicizie"
"2020/12/25 12:06:27 AM CET","Femmina","Uomini","18 - 25","Altro","Castani","1,61m - 1,80m","No","","Cinema;Serie Tv;Viaggi;Cucina;Altro","Carattere;Aspetto fisico","5","Relazioni"
"2020/12/25 12:30:56 AM CET","Femmina","Uomini","18 - 25","Verdi","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Cucina","Carattere","5","Amicizie"
"2020/12/25 1:35:30 AM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Sport;Calcio;Serie Tv;Tv;Politica;Videogiochi;Tecnologia;Viaggi;Storia;Informatica;Moda","Carattere;Aspetto fisico","3","Altro"
"2020/12/25 1:45:03 AM CET","Maschio","Donne","18 - 25","Verdi","Biondi","1,81m - 2m","Si","Università - Facoltà scientifica","Musica;Cinema;Sport;Calcio;Anime;Manga/Fumetti;Serie Tv;Videogiochi;Tecnologia;Viaggi;Storia;Informatica;Cucina;Natura;Fotografia;Disegno;Altro","Carattere;Aspetto fisico;Hobby/Passioni","9","Rapporti occasionali"
"2020/12/25 2:07:55 AM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Anime;Manga/Fumetti;Serie Tv;Arte;Viaggi","Carattere","7","Amicizie"
"2020/12/25 3:31:44 AM CET","Maschio","Donne","18 - 25","Azzurri","Biondi","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Anime;Serie Tv;Tv;Arte;Politica;Videogiochi;Tecnologia;Viaggi;Informatica;Cucina;Natura;Altro","Carattere;Aspetto fisico;Hobby/Passioni;Altro","3","Relazioni"
"2020/12/25 5:29:51 AM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Serie Tv;Videogiochi;Viaggi;Informatica;Motori","Carattere;Aspetto fisico","7","Relazioni"
"2020/12/25 8:26:39 AM CET","Femmina","Uomini;Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Sport;Serie Tv;Viaggi","Carattere;Aspetto fisico;Hobby/Passioni","9","Amicizie"
"2020/12/25 9:20:24 AM CET","Maschio","Donne","18 - 25","Castani","Castani","1,81m - 2m","Si","Università - Facoltà umanistica","Sport;Calcio;Anime;Manga/Fumetti;Serie Tv;Videogiochi;Tecnologia;Viaggi;Informatica;Cucina;Fotografia;Motori","Carattere;Aspetto fisico;Hobby/Passioni;Altro","10","Relazioni"
"2020/12/25 9:48:19 AM CET","Femmina","Uomini;Donne","26 - 35","Castani","Castani","1,41m - 1,60m","Si","Università - Facoltà scientifica","Musica;Serie Tv;Videogiochi;Viaggi;Natura","Carattere","5","Amicizie"
"2020/12/25 10:45:11 AM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Calcio;Serie Tv;Teatro;Videogiochi;Tecnologia;Viaggi;Motori","Carattere;Aspetto fisico;Altro","6","Rapporti occasionali"
"2020/12/26 8:07:18 PM CET","Maschio","Donne","18 - 25","Azzurri","Castani","1,81m - 2m","Si","Università - Facoltà scientifica","Sport;Viaggi;Altro","Carattere;Aspetto fisico","5","Rapporti occasionali"
"2021/01/03 9:17:37 AM CET","Femmina","Uomini","26 - 35","Castani","Biondi","1,61m - 1,80m","No","","Viaggi","Carattere","6","Amicizie"
"2021/01/15 2:25:16 AM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Calcio;Anime;Serie Tv;Videogiochi;Tecnologia;Viaggi;Cucina","Carattere;Aspetto fisico","1","Rapporti occasionali"
